N.,Denominaci�n,Departamento,Provincia,Distrito,�rea
1323,Organización Nacional Integracion para el Desarrollo,Lima,Lima,San Isidro,ambiente / educación / género / salud
1324,Organización No Gubernamental - Ong Sisariy,Ayacucho,Ayacucho,Ayacucho,género
1325,"Organización No Gubernamental ""Acción Social de Ayuda a los Excluidos"" - O.N.G. ""Asa""",Junin,Junin,El Tambo,agropecuario
1326,Organización No Gubernamental Agencia Regional de Cooperación y Desarrollo,Junin,Junin,El Tambo,género / salud
1327,Organización No Gubernamental Agualimpia,Lima,Lima,Miraflores,ambiente / salud
1328,"Organizacion No Gubernamental Aire, Bosques y Agua",Lima,Lima,San Isidro,ambiente / educación
1329,Organización No Gubernamental Angeles de la Guarda,Piura,Piura,Piura,género / inclusión social
1330,Organización No Gubernamental Asociación de Cooperación Integral y Solidaridad en Selva,Junin,Junin,Mazamari,ambiente / educación
1331,Organización No Gubernamental Asociación Peruana para Desarrollo Sostenible y Apoyo Rural,Pasco,Pasco,Oxapampa,ambiente / comercio y turismo
1332,Organización No Gubernamental Conservadores de la Naturaleza,Ucayali,Ucayali,Calleria,ambiente
1333,Organización No Gubernamental Creciendo Todos,Junin,Junin,El Tambo,ambiente / género / inclusión social / producción / trabajo
1334,"Organizacion No Gubernamental de Desarrollo ""Desarrollo Integral Humano con Deporte Madre de Dios""",Madre De Dios,Madre De Dios,Tambopata,educación / gobernabilidad
1335,Organización No Gubernamental de Desarrollo Acción Ambiental Pablito Noriega,Tumbes,Tumbes,Tumbes,ambiente / género
1336,Organización No Gubernamental de Desarrollo Asociación de Niños y Jóvenes Puririg Puntaman Niños del Futuro de la Región Central,Junin,Junin,Chilca,educación / género / salud
1337,Organizacion No Gubernamental de Desarrollo Camina Conmigo,Lambayeque,Lambayeque,Chongoyape,educación / salud
1338,Organizacion No Gubernamental de Desarrollo Centro de Ayuda Social Humanitaria,Tumbes,Tumbes,Tumbes,género / inclusión social
1339,Organizacion No Gubernamental de Desarrollo de Cirugia Plastica Qorito,Lima,Lima,Santiago De Surco,educación / salud
1340,Organizacion No Gubernamental de Desarrollo Fundamental,Lima,Lima,Lima,educación / género
1341,Organizacion No Gubernamental De Desarrollo Inca Peru,Junin,Junin,El Tambo,género
1342,Organizacion No Gubernamental De Desarrollo Integrando Los Pueblos Andino - Amazonicos,Huanuco,Huanuco,Rupa-Rupa,agropecuario / educación / salud / transportes y comunicaciones
1343,Organizacion No Gubernamental de Desarrollo Kulli,La Libertad,La Libertad,Florencia De Mora,género
1344,Organizacion No Gubernamental de Desarrollo Maxvida,Piura,Piura,Piura,educación
1345,Organizacion No Gubernamental de Desarrollo Munay Rurai,Huanuco,Huanuco,Amarilis,educación / género / salud
1346,Organizacion No Gubernamental de Desarrollo Olimpo,Ancash,Ancash,Chimbote,agropecuario / educación / salud
1347,Organizacion No Gubernamental de Desarrollo Proyecto Q´Oyllor,Arequipa,Arequipa,Arequipa,ambiente / educación / género / salud
1348,Organizacion No Gubernamental de Desarrollo Qespina,Cusco,Cusco,Wanchaq,educación / género
1349,Organizacion No Gubernamental de Desarrollo Una Luz En El Camino,Huanuco,Huanuco,Huanuco,género
1350,Organizacion No Gubernamental de Desarrollo World Humanitarian Relief To Latin America,Lima,Lima,Magdalena Del Mar,ambiente / género
1351,Organizacion No Gubernamental Ecologia Productiva para el Rejuvenecimiento de la Amazonia,Ucayali,Ucayali,Calleria,ambiente
1352,"Organizacion No Gubernamental Federacion de Comunidades Laborales, Asociaciones y Mypes del Sur del Perú",Arequipa,Arequipa,Arequipa,producción
1353,Organizacion No Gubernamental Futuro Seguro,Arequipa,Arequipa,Yanahuara,educación / género
1354,Organizacion No Gubernamental Grow Green,Junin,Junin,Huancayo,género / gobernabilidad
1355,Organizacion No Gubernamental Instituto De Desarrollo Agroecologico Sostenible,Huanuco,Huanuco,Huanuco,agropecuario
1356,Organizacion No Gubernamental Instituto Mundial De Sanacion Ayahuasca,Ucayali,Ucayali,Yarinacocha,educación / género
1357,Organizacion No Gubernamental Mantenimiento Al Desarrollo Sostenido,Lima,Lima,Pueblo Libre,producción
1358,Organizacion No Gubernamental Oxigeno Para El Mundo,Ucayali,Ucayali,Calleria,ambiente
1359,Organizacion No Gubernamental Para El Desarrollo Claridad ¡Si!,Loreto,Loreto,Yurimaguas,ambiente / género
1360,Organizacion No Gubernamental Para El Desarrollo Equitativo Y Sostenido Para America Latina O.N.G. D-E-S-A,Lima,Lima,San Juan De Miraflores,género
1361,Organizacion No Gubernamental Para La Proteccion Del Niño Y El Medio Ambiente De La Region Ucayali,Ucayali,Ucayali,Calleria,educación
1362,Organizacion No Gubernamental Pintando Vidas,Huanuco,Huanuco,Amarilis,educación / gobernabilidad / salud
1363,Organizacion No Gubernamental Rios Profundos,Apurimac,Apurimac,Andahuaylas,educación / salud
1364,Organizacion No Gubernamental Vida Salud Progreso Integracion - O.N.G. Proinvisa,Junin,Junin,Huancayo,ambiente / género / trabajo / vivienda y saneamiento
1365,Organizacion No Gubernamental Voz Y Accion Ciudadana,Loreto,Loreto,Belen,educación / gobernabilidad
1366,Organizacion Para El Desarrollo Ambiental Y Tecnologico,Junin,Junin,El Tambo,educación / género
1367,Organizacion Para La Ecologia Y La Vida,Lambayeque,Lambayeque,Chiclayo,agropecuario / comercio y turismo / producción
1368,Organizacion Para La Prevencion Y Rehabilitacion De La Salud-Vision Sin Fronteras,Lima,Lima,Santiago De Surco,género
1369,Organizacion Regional De Pueblos Indigenas Del Oriente,Loreto,Loreto,Iquitos,ambiente
1370,Organizacion Social Atara,Lima,Lima,Lince,género
1371,Orienting,Lima,Lima,Magdalena Del Mar,educación / salud
1372,Otra Cosa Peru,La Libertad,La Libertad,Huanchaco,ambiente / educación / gobernabilidad / salud
1373,Pachamama Yaku,Piura,Piura,Castilla,educación
1374,Paraiso Amazonico Corporation,Lima,Lima,San Isidro,educación / salud
1375,Parwa Instituto De Investigacion Y Desarrollo Andino,Ayacucho,Ayacucho,Ayacucho,ambiente / comercio y turismo / educación / género
1376,Pasa La Voz,Cusco,Cusco,Cusco,educación / género / salud
1377,Pastoral Social Caritas Requena,Loreto,Loreto,Requena,salud
1378,Patronato De Cultura Machupicchu,Cusco,Cusco,Wanchaq,comercio y turismo / cultura
1379,Patronato De La Cultura Altiplanica,Lima,Lima,Santiago De Surco,ambiente / cultura
1380,Patronato Trujillo ¡Ahora!,La Libertad,La Libertad,Trujillo,ambiente / gobernabilidad
1381,Perac,Lima,Lima,Miraflores,ambiente / género
1382,Perú al Desarrollo Siglo XXI,Pasco,Pasco,Yanacancha,agropecuario / energía/extractiva / trabajo
1383,Peru Childrens Charity,Lima,Lima,Magdalena Del Mar,educación / género / salud
1384,Perú en Acción,Cajamarca,Cajamarca,Chota,agropecuario / ciencia y tecnología / educación
1385,Peru Tierra Nueva,Junin,Junin,El Tambo,agropecuario
1386,Perú Unido con Amor,Ayacucho,Ayacucho,Ayacucho,ambiente / género / producción
1387,Peruanos Unidos por la Cocina y la Alimentación,Lima,Lima,Barranco,trabajo
1388,Plan Macroregional de Desarrollo Sostenible,Lambayeque,Lambayeque,Chiclayo,comercio y turismo
1389,Plataforma Social Tangarana,San Martin,San Martin,Moyobamba,educación
1390,Pozos de Agua Viva-Perú,Piura,Piura,Piura,ambiente
1391,Pro Camelidos Alto Andinos del Perú - ONGD,Lima,Lima,Miraflores,educación
1392,Pro Conservación Amazónica,Loreto,Loreto,Belen,educación / salud
1393,Pro Naturaleza - Fundacion Peruana Para La Conservacion De La Naturaleza,Lima,Lima,Santiago De Surco,ambiente
1394,Proceso Kairos - Peru,Lima,Lima,Lima,educación
1395,"Prodialogo, Prevencion Y Resolucion De Conflictos",Lima,Lima,Miraflores,género
1396,Prodigio Peru,Lima,Lima,Lince,ambiente / educación / género
1397,Proetica - Consejo Nacional Para La Etica Publica,Lima,Lima,Miraflores,género / gobernabilidad
1398,Profonanpe,Lima,Lima,San Isidro,ambiente
1399,Programa Andino De Cooperacion Y Tecnologia De Organizacion - Pacto,Lima,Lima,San Isidro,ambiente / comercio y turismo / producción / salud
1400,Programa De Apoyo Nutricional Basado En Soya (Pan-Soy),Lima,Lima,Miraflores,género / salud
1401,Programa De Apoyo Y Desarrollo Sostenible,Tacna,Tacna,Tacna,ambiente / educación / género
1402,Programa De Capacitacion Para Jovenes Sechuranos Buscando Un Futuro Mejor,Piura,Piura,Sechura,educación / género / salud
1403,Programa De Gestion De Recursos Sociales,Cajamarca,Cajamarca,Cajamarca,educación
1404,Programa De Salud Y Desarrollo Nacional,Lima,Lima,San Miguel,ambiente / educación / salud
1405,Programa De Soporte A La Autoayuda De Personas Seropositivas,Lima,Lima,Jesus Maria,educación / género / gobernabilidad / inclusión social / justicia
1406,Programa Laboral De Desarrollo,Lima,Lima,Jesus Maria,educación / género
1407,Programa Medico Esperanza Amazonica Del Peru,Loreto,Loreto,Iquitos,salud
1408,Progreso y Desarrollo Lambayeque,Lambayeque,Lambayeque,Chiclayo,cultura
1409,Prohdesar,Cajamarca,Cajamarca,Cajamarca,género
1410,Promoción y Capacitación para el Desarrollo,Lima,Lima,San Isidro,educación / género / gobernabilidad / transportes y comunicaciones
1411,Promoción y Desarrollo de La Mujer - Prodemu,San Martin,San Martin,Tarapoto,educación / género / inclusión social / justicia / producción / salud
1412,Promotora de Obras Sociales y de Instrucción Popular,Lima,Lima,San Vicente De Cañete,agropecuario / género / salud
1413,Prosynergy,Lima,Lima,La Molina,género
1414,Proyeccion Y Desarrollo - Proydes,Lima,Lima,Jesus Maria,producción
1415,Proyecto Andino de Tecnologías Campesinas,Lima,Lima,Magdalena Del Mar,agropecuario / educación / gobernabilidad
1416,Proyecto Chacras,Cajamarca,Cajamarca,Cajamarca,agropecuario / ambiente / ciencia y tecnología / economía / educación / género / gobernabilidad / inclusión social / producción / trabajo
1417,Proyecto De Desarrollo Integral Andino,Cajamarca,Cajamarca,Bambamarca,ambiente / educación / salud / vivienda y saneamiento
1418,Proyecto De Desarrollo Sostenible Integral,Cajamarca,Cajamarca,Cajamarca,ambiente / género
1419,Proyecto Familia Y Agroecologia,Moquegua,Moquegua,Samegua,salud
1420,Proyecto Futuro Peru,Lima,Lima,Lince,ambiente / gobernabilidad
1421,Proyecto Mundo Mejor Peru,Loreto,Loreto,Belen,educación / salud
1422,Proyecto Para Los Valles Interandinos Con Desarrollo Ambiental Sostenida,Cusco,Cusco,Santiago,agropecuario / ambiente / educación
1423,Proyecto Vida En Jesus,Cusco,Cusco,Wanchaq,ambiente / educación / salud
1424,Proyecto Vida Mundial,Callao,Callao,Ventanilla,inclusión social / salud
1425,Proyectos De Desarrollo Y Bienestar Social - Prodebis,Lima,Lima,Jesus Maria,educación / género / salud
1426,Psicoterapeutas Sin Fronteras,Lima,Lima,Miraflores,género / salud
1427,Puckllay,Lima,Lima,Jesus Maria,cultura / producción
1428,Red Andina De Desarrollo Y Corresponsabilidad - Codenet,Lima,Lima,San Isidro,ambiente / educación / género
1429,Red De Accion En Agricultura Alternativa,Lima,Lima,Lima,ambiente
1430,Red De Agricultura Ecologica Del Peru,Lima,Lima,La Victoria,agropecuario
1431,Red De Aliados Para Las Sociedades Abandonadas - Rasa Joven,La Libertad,La Libertad,Trujillo,educación / género
1432,Red De Integracion Amazonica - Ucayali,Ucayali,Ucayali,Calleria,ambiente
1433,Red Ecologica Del Planeta,Tumbes,Tumbes,Tumbes,ambiente
1434,Red Muqui,Lima,Lima,Jesus Maria,ambiente
1435,Red Nacional De Promocion De La Mujer,Lima,Lima,Jesus Maria,género / justicia
1436,Red Para La Infancia Y La Familia - Peru,Lima,Lima,Santiago De Surco,género
1437,Red Peruana De Jovenes Afrodescendientes Ashanti Peru,Lima,Lima,Lima,gobernabilidad
1438,Red Saywa - Comunicacion Indigena Para El Desarrollo Sostenible,Ayacucho,Ayacucho,Ayacucho,género
1439,Red Sida Peru,Lima,Lima,Lince,salud
1440,"Red Titikaka, Instituto De Educacion Y Comunicacion Para  El Desarrollo Humano",Puno,Puno,Puno,género
1441,Red Uniendo Manos Peru,Lima,Lima,Magdalena Del Mar,educación / género
1442,Redes Solidarias,Lima,Lima,La Victoria,educación / inclusión social / justicia / salud
1443,Reflexion Democratica,Lima,Lima,Miraflores,gobernabilidad
1444,Remando Por El Callao,Lima,Lima,San Miguel,comercio y turismo / transportes y comunicaciones
1445,Reskate Kultural,Piura,Piura,Castilla,educación
1446,Reverendo San Antonio De Padua,Junin,Junin,El Tambo,educación / gobernabilidad
1447,Ricchari Peru,Junin,Junin,Chanchamayo,educación / género
1448,Rr Asesores & Consultores,Lima,Lima,Lima,inclusión social / justicia
1449,S.O.S - Menores Vulnerables,Lima,Lima,San Borja,educación / salud
1450,Salud Sin Limites Peru,Lima,Lima,La Victoria,ambiente / género / inclusión social
1451,Samusocial Peru,Lima,Lima,Pueblo Libre,ambiente / ciencia y tecnología / economía / género / gobernabilidad / inclusión social
1452,San Javier Del Peru,Lima,Lima,Ate,ambiente / educación
1453,Sapan Warmi Zocarey; Mujeres Emprendedoras Residentes En Lima Del Distrito De El Porvenir-Chincheros-Apurimac,Lima,Lima,San Luis,ambiente / género
1454,Sector 3 Social Venture Group,Lima,Lima,Miraflores,educación / género
1455,Seguridad Vial Peru,Lima,Lima,San Isidro,educación / género / transportes y comunicaciones
1456,Sembrando Porvenir,Lima,Lima,La Molina,ambiente / educación / género
1457,Sense Internacional - Peru,Lima,Lima,San Borja,género
1458,"Sensibilizacion, Diagnostico Y Analisis",Lima,Lima,Lima,educación / género / salud
1459,Servicio Agropecuario Para La Investigacion Y Promocion Economica,Amazonas,Amazonas,Nieva,agropecuario / ambiente / ciencia y tecnología / economía / educación / género / trabajo
1460,Servicio De Medicinas Pro-Vida,Lima,Lima,Magdalena Del Mar,género / gobernabilidad / inclusión social / salud
1461,Servicio De Promocion Integral Del Campesinado,Huancavelica,Huancavelica,Huancavelica,ambiente / ciencia y tecnología / economía / educación / género / gobernabilidad / producción
1462,Servicio Ecumenico De Pastoral Y Estudios De La Comunicacion,Lima,Lima,Jesus Maria,cultura / educación
1463,Servicio Para El Desarrollo Integral Rural,Ancash,Ancash,Moro,ambiente / género
1464,Servicio Y Desarrollo,Lima,Lima,Pueblo Libre,educación / producción
1465,Servicios Educativos El Agustino,Lima,Lima,El Agustino,educación / género
1466,"Servicios Educativos, Promocion Y Apoyo Rural",Junin,Junin,Huancayo,salud
1467,Shunia,Lima,Lima,Miraflores,educación
1468,"Si, Da Vida",Lima,Lima,San Martin De Porres,salud
1469,Sirviendo A Mi Peru,Callao,Callao,Ventanilla,inclusión social
1470,Social Capital For Development,Lima,Lima,San Juan De Lurigancho,ambiente / educación
1471,Sociedad Nacional Del Adulto Mayor,Ayacucho,Ayacucho,San Juan Bautista,educación / género
1472,Sociedad Peruana De Derecho Ambiental,Lima,Lima,San Isidro,ambiente / ciencia y tecnología / educación / género / gobernabilidad
1473,Sociedad Peruana De La Cruz Roja / Cruz Roja Peruana,Lima,Lima,Lima,educación / género / salud / vivienda y saneamiento
1474,"Sociedad Y Discapacidad: Estudios, Asesoria E Integracion De La Persona Con Discapacidad",Lima,Lima,Miraflores,género
1475,Socios Peru: Centro De Colaboracion Civica,Lima,Lima,Miraflores,gobernabilidad
1476,Solaris Peru,Lima,Lima,Magdalena Del Mar,educación / salud
1477,Solid Opd,Ayacucho,Ayacucho,Ayacucho,género
1478,Solidaridad Mundial para el Desarrollo,Ayacucho,Ayacucho,Ayacucho,género
1479,Solidaridad y Calidad de Vida,Ica,Ica,Ica,ambiente / inclusión social
1480,Solidaritas Perú,Lima,Lima,Surquillo,educación / salud
1481,Soluciones Empresariales contra la Pobreza,Lima,Lima,San Isidro,gobernabilidad
1482,"Sonccollay Perú, Corazoncito Perú",Lima,Lima,Lurigancho,educación / género / salud
1483,Sonrisa Feliz,Lima,Lima,San Martin De Porres,ambiente / educación / inclusión social / producción
1484,Sonrisas Para El Futuro,Lima,Lima,Santiago De Surco,educación / salud / vivienda y saneamiento
1485,Sueños De Balon,Lima,Lima,Surquillo,género
1486,Sumbi,Lima,Lima,Barranco,educación / género / inclusión social
1487,Taller de Capacitación e Investigación Familiar,Lima,Lima,Jesus Maria,educación / salud
1488,Taller de Educación y Comunicación a través del Arte Arena y Esteras,Lima,Lima,Villa El Salvador,género
1489,Taller de Promocion Andina,Ayacucho,Ayacucho,Ayacucho,ambiente / género / salud / vivienda y saneamiento
1490,Tangarana Amazonia,Loreto,Loreto,Iquitos,educación / género / salud
1491,Tarea Asociación de Publicaciones Educativas,Lima,Lima,Pueblo Libre,educación / justicia / producción
1492,"Tecnologias Renovables para la Energia, el Agua y la Agricultura",Lima,Lima,Miraflores,ambiente
1493,Tecsup Nº1,Lima,Lima,Santa Anita,educación
1494,Tejiendo Sonrisas,Lima,Lima,Jesus Maria,educación / género / inclusión social / salud
1495,Terra Viridis,Lima,Lima,Santiago De Surco,educación / género
1496,The Peru Children´S Trust - Huancayo,Junin,Junin,El Tambo,educación / género
1497,The Vine Trust (Peru),Lima,Lima,Miraflores,inclusión social / salud
1498,Tierra De Niñ@S,Lima,Lima,Lince,educación / género / inclusión social / salud
1499,Tierra Prometida,Huanuco,Huanuco,Rupa-Rupa,ambiente / género
1500,Tierra y Ser,Lima,Lima,Santiago De Surco,educación / género / salud
1501,Trabajo de mi Silencio,Cusco,Cusco,Calca,educación / género
1502,Transparencia,Lima,Lima,Jesus Maria,justicia
1503,Üaiki Global Initiative,Lima,Lima,Santiago De Surco,educación / género
1504,Un Dia De Esperanza,Callao,Callao,Bellavista,salud
1505,"Un Mundo de Todos, Recursos Solidarios",La Libertad,La Libertad,Trujillo,educación / salud
1506,Una Luz de Esperanza para el Mundo,Lima,Lima,San Isidro,educación
1507,Una Luz de Esperanza para los más Necesitados,Huanuco,Huanuco,Amarilis,agropecuario / ambiente
1508,Uniendo Corazones en el Mundo,Lima,Lima,Lima,agropecuario / educación / gobernabilidad / producción / salud
1509,Union Cultural Latinoamericana - Peru,Junin,Junin,Satipo,género
1510,Union De Comunidades Nativas Awajun - Wampis Para La Conservacion De La Reserva Comunal Tunta Nain,Amazonas,Amazonas,Nieva,ambiente
1511,"Union Por La Ecologia, Medio Ambiente, Planeamiento, Pobreza Y Regiones",Lima,Lima,San Isidro,ambiente
1512,Union Venezolana En Peru,Lima,Lima,Miraflores,educación / género
1513,Uqllay Pacha,Arequipa,Arequipa,Arequipa,ambiente
1514,Urku Estudios Amazonicos,San Martin,San Martin,Tarapoto,agropecuario / ambiente / ciencia y tecnología / economía / género / inclusión social
1515,Vacrecer Rural,La Libertad,La Libertad,Trujillo,educación
1516,Valoracion Oportuna Para La Conservacion Economica Sostenible De La Amazonia,Madre De Dios,Madre De Dios,Tambopata,educación / salud
1517,Vecinos Peru,Ayacucho,Ayacucho,Ayacucho,agropecuario / salud / vivienda y saneamiento
1518,Vida Abundante. Asociacion Cristiana Para El Desarrollo Sostenible,Lima,Lima,Jesus Maria,educación / género
1519,Vida Digna,Lima,Lima,Lima,vivienda y saneamiento
1520,Vida Integral Con Dignidad,Lima,Lima,Lima,educación / género / salud
1521,Vida Que Impulsa El Desarrollo Del Agro,Huanuco,Huanuco,Luyando,ambiente / educación / gobernabilidad
1522,Vida Y Familia,Arequipa,Arequipa,Arequipa,educación / salud
1523,Vida Y Salud De La Gran Familia Ongd,Piura,Piura,Castilla,educación
1524,Vision Para El Desarrollo,Lima,Lima,Santiago De Surco,agropecuario / educación / gobernabilidad / salud / vivienda y saneamiento
1525,Vision Y Desarrollo Auto Sostenible,Lima,Lima,Santiago De Surco,educación / salud
1526,Voluntariado Manos Abiertas,La Libertad,La Libertad,Victor Larco Herrera,salud
1527,Voluntarios Emocionales,Lima,Lima,San Isidro,género
1528,Volunteers Peru,Arequipa,Arequipa,Arequipa,género
1529,Waman Wasi Centro Para La Biodiversidad Y Espiritualidad Andino Amazonica,San Martin,San Martin,Lamas,agropecuario / ambiente
1530,Warmayllu,Cajamarca,Cajamarca,Cajamarca,ambiente / cultura / educación
1531,We Can Be Heroes On The World Asociacion Civil,Lima,Lima,Miraflores,educación / género
1532,World Monuments Fund Peru,Lima,Lima,Barranco,cultura / política exterior
1533,World Vision Peru,Lima,Lima,Jesus Maria,género
1534,X Los Estudiantes,Lima,Lima,Miraflores,educación
1535,Yachay Peru,Lima,Lima,Miraflores,educación / justicia
1536,Yapuq. Equipo De Promocion Y Desarrollo Rural,Junin,Junin,Huancayo,género / justicia
1537,Yuran Yaqu,Lima,Lima,San Miguel,agropecuario / ambiente
1538,Yuraq Sonqo - Salud,Lima,Lima,Santiago de Surco,salud
